commodityName,stat_year,market_month,textbox2,textbox3,Textbox9,Textbox13,Textbox11
"Strawberries, import value and volume history by market year (Prepared or preserved )",2012,May,"2,505","2,871,993",1.15,"9,350","12,087,815"
"Strawberries, import value and volume history by market year (Prepared or preserved )",2012,Jun,"2,057","2,414,714",1.17,"11,406","14,502,529"
"Strawberries, import value and volume history by market year (Prepared or preserved )",2012,Jul,"2,346","2,823,099",1.20,"13,752","17,325,628"
"Strawberries, import value and volume history by market year (Prepared or preserved )",2012,Aug,"2,140","2,645,321",1.24,"15,892","19,970,949"
"Strawberries, import value and volume history by market year (Prepared or preserved )",2012,Sep,"2,178","2,405,432",1.10,"18,070","22,376,381"
"Strawberries, import value and volume history by market year (Prepared or preserved )",2012,Oct,"2,380","2,858,956",1.20,"20,450","25,235,337"
"Strawberries, import value and volume history by market year (Prepared or preserved )",2012,Nov,"1,984","2,128,006",1.07,"22,434","27,363,343"
"Strawberries, import value and volume history by market year (Prepared or preserved )",2012,Dec,"2,206","2,508,137",1.14,"24,640","29,871,480"
"Strawberries, import value and volume history by market year (Prepared or preserved )",2011,Jan,"1,568","1,948,570",1.24,"1,568","1,948,570"
"Strawberries, import value and volume history by market year (Prepared or preserved )",2011,Feb,"1,651","1,810,320",1.10,"3,219","3,758,890"
"Strawberries, import value and volume history by market year (Prepared or preserved )",2011,Mar,"2,146","2,667,916",1.24,"5,365","6,426,806"
"Strawberries, import value and volume history by market year (Prepared or preserved )",2011,Apr,"2,580","2,704,788",1.05,"7,945","9,131,594"
"Strawberries, import value and volume history by market year (Prepared or preserved )",2011,May,"2,429","2,868,826",1.18,"10,375","12,000,420"
"Strawberries, import value and volume history by market year (Prepared or preserved )",2011,Jun,"2,691","2,774,127",1.03,"13,066","14,774,547"
"Strawberries, import value and volume history by market year (Prepared or preserved )",2011,Jul,"2,716","3,201,841",1.18,"15,782","17,976,388"
"Strawberries, import value and volume history by market year (Prepared or preserved )",2011,Aug,"2,866","2,856,923",1.00,"18,649","20,833,311"
"Strawberries, import value and volume history by market year (Prepared or preserved )",2011,Sep,"1,915","2,357,503",1.23,"20,564","23,190,814"
"Strawberries, import value and volume history by market year (Prepared or preserved )",2011,Oct,"1,607","1,916,934",1.19,"22,171","25,107,748"
"Strawberries, import value and volume history by market year (Prepared or preserved )",2011,Nov,"2,029","2,556,826",1.26,"24,200","27,664,574"
"Strawberries, import value and volume history by market year (Prepared or preserved )",2011,Dec,"1,893","2,663,238",1.41,"26,092","30,327,812"
"Strawberries, import value and volume history by market year (Prepared or preserved )",2010,Jan,"2,537","2,525,344",1.00,"2,537","2,525,344"
"Strawberries, import value and volume history by market year (Prepared or preserved )",2010,Feb,"2,177","2,042,989",0.94,"4,714","4,568,333"
"Strawberries, import value and volume history by market year (Prepared or preserved )",2010,Mar,"2,349","2,335,057",0.99,"7,063","6,903,390"
"Strawberries, import value and volume history by market year (Prepared or preserved )",2010,Apr,"2,807","2,671,468",0.95,"9,870","9,574,858"
"Strawberries, import value and volume history by market year (Prepared or preserved )",2010,May,"3,075","2,804,775",0.91,"12,944","12,379,633"
"Strawberries, import value and volume history by market year (Prepared or preserved )",2010,Jun,"2,789","3,003,556",1.08,"15,733","15,383,189"
"Strawberries, import value and volume history by market year (Prepared or preserved )",2010,Jul,"2,871","2,806,426",0.98,"18,604","18,189,615"
"Strawberries, import value and volume history by market year (Prepared or preserved )",2010,Aug,"2,433","2,487,132",1.02,"21,037","20,676,747"
"Strawberries, import value and volume history by market year (Prepared or preserved )",2010,Sep,"2,468","2,396,357",0.97,"23,505","23,073,104"
"Strawberries, import value and volume history by market year (Prepared or preserved )",2010,Oct,"2,194","2,038,509",0.93,"25,699","25,111,613"
"Strawberries, import value and volume history by market year (Prepared or preserved )",2010,Nov,"1,844","2,178,574",1.18,"27,543","27,290,187"
"Strawberries, import value and volume history by market year (Prepared or preserved )",2010,Dec,"1,743","1,857,807",1.07,"29,286","29,147,994"
"Strawberries, import value and volume history by market year (Prepared or preserved )",2009,Jan,"1,551","1,896,279",1.22,"1,551","1,896,279"
"Strawberries, import value and volume history by market year (Prepared or preserved )",2009,Feb,"1,545","1,734,587",1.12,"3,096","3,630,866"
"Strawberries, import value and volume history by market year (Prepared or preserved )",2009,Mar,"1,877","1,797,451",0.96,"4,973","5,428,317"
"Strawberries, import value and volume history by market year (Prepared or preserved )",2009,Apr,"2,655","2,429,372",0.92,"7,628","7,857,689"
"Strawberries, import value and volume history by market year (Prepared or preserved )",2009,May,"2,189","2,117,440",0.97,"9,817","9,975,129"
"Strawberries, import value and volume history by market year (Prepared or preserved )",2009,Jun,"2,981","2,873,181",0.96,"12,798","12,848,310"
"Strawberries, import value and volume history by market year (Prepared or preserved )",2009,Jul,"1,994","2,236,275",1.12,"14,791","15,084,585"
"Strawberries, import value and volume history by market year (Prepared or preserved )",2009,Aug,"3,130","2,776,243",0.89,"17,921","17,860,828"
"Strawberries, import value and volume history by market year (Prepared or preserved )",2009,Sep,"2,611","3,019,815",1.16,"20,533","20,880,643"
"Strawberries, import value and volume history by market year (Prepared or preserved )",2009,Oct,"1,827","2,089,260",1.14,"22,359","22,969,903"
"Strawberries, import value and volume history by market year (Prepared or preserved )",2009,Nov,"1,634","1,855,372",1.14,"23,993","24,825,275"
"Strawberries, import value and volume history by market year (Prepared or preserved )",2009,Dec,"1,870","1,925,118",1.03,"25,863","26,750,393"
"Strawberries, import value and volume history by market year (Prepared or preserved )",2008,Jan,"1,969","2,151,288",1.09,"1,969","2,151,288"
"Strawberries, import value and volume history by market year (Prepared or preserved )",2008,Feb,"1,710","2,123,350",1.24,"3,679","4,274,638"
"Strawberries, import value and volume history by market year (Prepared or preserved )",2008,Mar,"1,691","1,768,200",1.05,"5,370","6,042,838"
"Strawberries, import value and volume history by market year (Prepared or preserved )",2008,Apr,"2,079","2,104,230",1.01,"7,449","8,147,068"
"Strawberries, import value and volume history by market year (Prepared or preserved )",2008,May,"2,608","2,556,264",0.98,"10,058","10,703,332"
"Strawberries, import value and volume history by market year (Prepared or preserved )",2008,Jun,"1,855","1,928,725",1.04,"11,912","12,632,057"
"Strawberries, import value and volume history by market year (Prepared or preserved )",2008,Jul,"2,467","2,732,727",1.11,"14,379","15,364,784"
"Strawberries, import value and volume history by market year (Prepared or preserved )",2008,Aug,"2,942","3,025,637",1.03,"17,321","18,390,421"
"Strawberries, import value and volume history by market year (Prepared or preserved )",2008,Sep,"2,072","2,354,056",1.14,"19,393","20,744,477"
"Strawberries, import value and volume history by market year (Prepared or preserved )",2008,Oct,"1,513","1,901,751",1.26,"20,907","22,646,228"
"Strawberries, import value and volume history by market year (Prepared or preserved )",2008,Nov,"1,482","1,860,516",1.26,"22,388","24,506,744"
"Strawberries, import value and volume history by market year (Prepared or preserved )",2008,Dec,"1,429","1,648,833",1.15,"23,817","26,155,577"
"Strawberries, import value and volume history by market year (Prepared or preserved )",2007,Jan,"3,807","1,736,492",0.46,"3,807","1,736,492"
"Strawberries, import value and volume history by market year (Prepared or preserved )",2007,Feb,"2,804","1,660,416",0.59,"6,611","3,396,908"
"Strawberries, import value and volume history by market year (Prepared or preserved )",2007,Mar,"3,132","1,752,427",0.56,"9,743","5,149,335"
"Strawberries, import value and volume history by market year (Prepared or preserved )",2007,Apr,"2,851","2,017,643",0.71,"12,594","7,166,978"
"Strawberries, import value and volume history by market year (Prepared or preserved )",2007,May,"3,094","2,395,661",0.77,"15,688","9,562,639"
"Strawberries, import value and volume history by market year (Prepared or preserved )",2007,Jun,"4,007","2,508,261",0.63,"19,695","12,070,900"
"Strawberries, import value and volume history by market year (Prepared or preserved )",2007,Jul,"4,173","2,559,450",0.61,"23,867","14,630,350"
"Strawberries, import value and volume history by market year (Prepared or preserved )",2007,Aug,"4,367","1,997,694",0.46,"28,235","16,628,044"
"Strawberries, import value and volume history by market year (Prepared or preserved )",2007,Sep,"5,041","2,454,064",0.49,"33,275","19,082,108"
"Strawberries, import value and volume history by market year (Prepared or preserved )",2007,Oct,"4,092","2,478,736",0.61,"37,367","21,560,844"
"Strawberries, import value and volume history by market year (Prepared or preserved )",2007,Nov,"3,995","1,937,928",0.49,"41,362","23,498,772"
"Strawberries, import value and volume history by market year (Prepared or preserved )",2007,Dec,"2,939","2,152,451",0.73,"44,300","25,651,223"
"Strawberries, import value and volume history by market year (Prepared or preserved )",2006,Jan,"1,177","1,039,289",0.88,"1,177","1,039,289"
"Strawberries, import value and volume history by market year (Prepared or preserved )",2006,Feb,"2,475","1,479,392",0.60,"3,652","2,518,681"
"Strawberries, import value and volume history by market year (Prepared or preserved )",2006,Mar,"2,258","1,629,200",0.72,"5,910","4,147,881"
"Strawberries, import value and volume history by market year (Prepared or preserved )",2006,Apr,"1,973","1,343,445",0.68,"7,883","5,491,326"
"Strawberries, import value and volume history by market year (Prepared or preserved )",2006,May,"3,453","2,161,971",0.63,"11,336","7,653,297"
"Strawberries, import value and volume history by market year (Prepared or preserved )",2006,Jun,"3,612","2,442,746",0.68,"14,948","10,096,043"
"Strawberries, import value and volume history by market year (Prepared or preserved )",2006,Jul,"2,864","2,198,820",0.77,"17,812","12,294,863"
"Strawberries, import value and volume history by market year (Prepared or preserved )",2006,Aug,"2,612","1,602,826",0.61,"20,424","13,897,689"
"Strawberries, import value and volume history by market year (Prepared or preserved )",2006,Sep,"3,584","1,845,353",0.51,"24,009","15,743,042"
"Strawberries, import value and volume history by market year (Prepared or preserved )",2006,Oct,"2,894","1,806,174",0.62,"26,902","17,549,216"
"Strawberries, import value and volume history by market year (Prepared or preserved )",2006,Nov,"2,262","1,458,222",0.64,"29,165","19,007,438"
"Strawberries, import value and volume history by market year (Prepared or preserved )",2006,Dec,"1,863","1,084,175",0.58,"31,027","20,091,613"
"Strawberries, import value and volume history by market year (Prepared or preserved )",2005,Jan,"1,509","1,115,886",0.74,"1,509","1,115,886"
"Strawberries, import value and volume history by market year (Prepared or preserved )",2005,Feb,"1,305","1,210,421",0.93,"2,814","2,326,307"
"Strawberries, import value and volume history by market year (Prepared or preserved )",2005,Mar,"2,392","1,686,664",0.71,"5,206","4,012,971"
"Strawberries, import value and volume history by market year (Prepared or preserved )",2005,Apr,"1,986","1,438,845",0.72,"7,192","5,451,816"
"Strawberries, import value and volume history by market year (Prepared or preserved )",2005,May,"2,450","1,665,932",0.68,"9,642","7,117,748"
"Strawberries, import value and volume history by market year (Prepared or preserved )",2005,Jun,"3,043","2,200,343",0.72,"12,685","9,318,091"
"Strawberries, import value and volume history by market year (Prepared or preserved )",2005,Jul,"2,111","1,726,098",0.82,"14,795","11,044,189"
